#video_id, pedestrian_id, group size, motion direction, designated, signalized, gender, age, num lanes, traffic direction, intersection, crossing
video_0001, pedestrian1, 1, LONG, ND, n/a, female, senior, 2, TW, no, -1
video_0331, pedestrian1, 2, LAT, D, S, female, adult, 2, OW, yes, 1
video_0331, pedestrian2, 2, LAT, D, S, male, adult, 2, OW, yes, 1
video_0331, pedestrian3, 1, n/a, D, S, female, senior, 2, OW, yes, 0
video_0331, pedestrian4, 1, LAT, D, S, female, adult, 2, OW, yes, 1
video_0331, pedestrian5, 2, LAT, D, S, female, adult, 2, OW, yes, 1
video_0331, pedestrian6, 2, LAT, D, S, female, adult, 2, OW, yes, 1
video_0332, pedestrian1, 3, LAT, ND, n/a, female, adult, 2, TW, yes, 1
video_0332, pedestrian2, 3, LAT, ND, n/a, male, adult, 2, TW, yes, 1
video_0332, pedestrian3, 3, LAT, ND, n/a, female, adult, 2, TW, yes, 1
video_0333, pedestrian, 1, LAT, D, NS, male, adult, 3, OW, yes, 1
video_0334, pedestrian1, 2, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0334, pedestrian2, 2, LAT, D, NS, female, senior, 2, TW, yes, 1
video_0334, pedestrian3, 1, LONG, D, NS, male, adult, 2, TW, yes, 0
video_0335, pedestrian1, 1, LAT, D, NS, male, adult, 1, OW, yes, 1
video_0335, pedestrian2, 1, n/a, D, NS, male, adult, 1, OW, yes, 0
video_0335, pedestrian3, 1, LAT, D, NS, male, adult, 1, OW, yes, 0
video_0336, pedestrian1, 1, n/a, ND, n/a, male, adult, 2, TW, no, 0
video_0336, pedestrian2, 1, LAT, ND, n/a, female, senior, 2, TW, no, 1
video_0336, pedestrian3, 1, n/a, ND, n/a, female, adult, 2, TW, no, -1
video_0337, pedestrian, 1, n/a, ND, n/a, male, adult, 2, OW, no, 0
video_0338, pedestrian1, 2, LAT, D, NS, male, adult, 2, OW, yes, 1
video_0338, pedestrian2, 2, LAT, D, NS, female, senior, 2, OW, yes, 1
video_0339, pedestrian, 1, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0340, pedestrian1, 1, LAT, ND, n/a, male, adult, 2, TW, yes, 1
video_0340, pedestrian2, 1, LAT, ND, n/a, male, adult, 2, TW, yes, 0
video_0340, pedestrian3, 2, LAT, ND, n/a, female, adult, 2, TW, yes, 0
video_0340, pedestrian4, 2, LAT, ND, n/a, female, senior, 2, TW, yes, 0
video_0341, pedestrian, 1, LAT, D, S, male, adult, 4, TW, yes, 1
video_0342, pedestrian1, 2, LONG, ND, n/a, female, adult, 2, TW, no, -1
video_0342, pedestrian2, 2, LONG, ND, n/a, male, senior, 2, TW, no, -1
#video_0343, n/a, n/a, n/a, n/a, n/a, n/a, n/a, 2, n/a
video_0344, pedestrian1, 3, n/a, ND, n/a, female, adult, 2, TW, yes, 0
video_0344, pedestrian2, 3, n/a, ND, n/a, n/a, child, 2, TW, yes, 0
video_0344, pedestrian3, 3, n/a, ND, n/a, n/a, child, 2, TW, yes, 0
video_0345, pedestrian1, 2, LAT, D, NS, female, senior, 2, TW, yes, 1
video_0345, pedestrian2, 2, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0345, pedestrian3, 1, n/a, ND, n/a, female, adult, 2, TW, yes, -1
video_0346, pedestrian, 1, LAT, ND, n/a, male, adult, 4, TW, no, 1
